CODGEO;LIBGEO;MED14
73010;Albens;22926
73011;Albertville;18171
73012;Albiez-le-Jeune;18078
73013;Albiez-Montrond;20556
73014;Allondaz;21867
73015;Les Allues;22865
73017;Apremont;23122
73018;Arbin;23485
73019;Argentine;21529
73020;Arith;21449
73021;Arvillard;20741
73022;Attignat-Oncin;22488
73023;Aussois;20703
73024;Les Avanchers-Valmorel;21323
73025;Avressieux;20501
73026;Avrieux;23166
73027;Ayn;21143
73028;La Balme;20735
73029;Barberaz;23597
73030;Barby;20430
73031;Bassens;23707
73032;La Bâthie;20901
73033;La Bauche;20210
73034;Beaufort;21262
73036;Bellecombe-en-Bauges;21565
73038;Bellentre;21142
73039;Belmont-Tramonet;20926
73040;Bessans;19298
73041;Betton-Bettonet;21844
73042;Billième;22736
73043;La Biolle;22653
73045;Le Bois;22827
73046;Bonneval;20676
73047;Bonneval-sur-Arc;17000
73048;Bonvillard;20556
73049;Bonvillaret;23261
73050;Bourdeau;26964
73051;Le Bourget-du-Lac;24729
73052;Bourget-en-Huile;21317
73053;Bourgneuf;20960
73054;Bourg-Saint-Maurice;20611
73055;Bozel;21734
73056;Bramans;21885
73057;Brides-les-Bains;21346
73058;La Bridoire;19090
73059;Brison-Saint-Innocent;26983
73061;Césarches;22616
73062;Cessens;21965
73063;Cevins;21399
73064;Challes-les-Eaux;24250
73065;Chambéry;19516
73067;La Chambre;22221
73068;Chamousset;21857
73069;Chamoux-sur-Gelon;20230
73070;Champagneux;19897
73071;Champagny-en-Vanoise;22473
73072;Champ-Laurent;
73073;Chanaz;19543
73074;La Chapelle;21999
73075;La Chapelle-Blanche;24160
73076;La Chapelle-du-Mont-du-Chat;22073
73077;Les Chapelles;22851
73078;La Chapelle-Saint-Martin;22014
73079;Châteauneuf;22896
73080;Le Châtel;22175
73081;Le Châtelard;19258
73082;La Chavanne;23404
73083;Les Chavannes-en-Maurienne;20753
73084;Chignin;23310
73085;Chindrieux;22466
73086;Cléry;21640
73087;Cognin;20790
73088;Cohennoz;21111
73089;Coise-Saint-Jean-Pied-Gauthier;22297
73090;La Compôte;18847
73091;Conjux;22549
73092;Corbel;23202
73093;La Côte-d'Aime;23036
73094;Crest-Voland;20927
73095;La Croix-de-la-Rochette;21454
73096;Cruet;23772
73097;Curienne;24140
73098;Les Déserts;21699
73099;Détrier;22737
73100;Domessin;22421
73101;Doucy-en-Bauges;
73103;Drumettaz-Clarafond;24453
73104;Dullin;22042
73105;Les Échelles;19149
73106;École;21987
73107;Entremont-le-Vieux;20745
73108;Épersy;26343
73109;Épierre;19552
73110;Esserts-Blay;20893
73111;Étable;21439
73112;Feissons-sur-Isère;20011
73113;Feissons-sur-Salins;22348
73114;Flumet;20809
73115;Fontaine-le-Puits;23041
73116;Fontcouverte-la-Toussuire;22478
73117;Fourneaux;19426
73118;Francin;23498
73119;Freney;20976
73120;Fréterive;21483
73121;Frontenex;20483
73122;Gerbaix;23269
73123;La Giettaz;18698
73124;Gilly-sur-Isère;24385
73126;Granier;21561
73127;Gresin;21983
73128;Grésy-sur-Aix;22959
73129;Grésy-sur-Isère;20837
73130;Grignon;21116
73131;Hautecour;22096
73132;Hauteluce;21122
73133;Hauteville;21036
73135;Hermillon;24130
73137;Jacob-Bellecombette;23458
73138;Jarrier;22371
73139;Jarsy;20104
73140;Jongieux;24475
73141;Laissaud;22818
73142;Landry;21187
73143;Lanslebourg-Mont-Cenis;21701
73144;Lanslevillard;21549
73145;Lépin-le-Lac;22544
73146;Lescheraines;19810
73147;Loisieux;21621
73149;Lucey;20855
73150;Mâcot-la-Plagne;21764
73151;Les Marches;23574
73152;Marcieux;24067
73153;Marthod;22376
73154;Mercury;24310
73155;Méry;25270
73156;Meyrieux-Trouet;21626
73157;Modane;19992
73158;Mognard;22680
73159;Les Mollettes;20839
73160;Montagnole;26171
73161;Montagny;21108
73162;Montailleur;22778
73163;Montaimont;18606
73164;Montcel;23933
73166;Montendry;
73167;Montgellafrey;
73168;Montgilbert;20602
73169;Montgirod;20075
73170;Monthion;21317
73171;Montmélian;18899
73173;Montricher-Albanne;21319
73175;Montsapey;
73176;Montvalezan;19142
73177;Montvernier;24000
73178;La Motte-en-Bauges;21086
73179;La Motte-Servolex;23178
73180;Motz;22763
73181;Moûtiers;17161
73182;Mouxy;25077
73183;Myans;23954
73184;Nances;23522
73186;Notre-Dame-de-Bellecombe;20449
73187;La Léchère;19545
73188;Notre-Dame-des-Millières;21313
73189;Notre-Dame-du-Cruet;22863
73190;Notre-Dame-du-Pré;21179
73191;Novalaise;23162
73192;Le Noyer;21346
73193;Ontex;21124
73194;Orelle;20991
73196;Pallud;23481
73197;Peisey-Nancroix;21198
73198;La Perrière;19958
73200;Planaise;23559
73201;Planay;20129
73202;Plancherine;22355
73203;Pontamafrey-Montpascal;22734
73204;Le Pont-de-Beauvoisin;18292
73205;Le Pontet;20871
73206;Pralognan-la-Vanoise;21100
73207;Presle;21937
73208;Pugny-Chatenod;28979
73210;Puygros;22848
73211;Queige;20967
73212;Randens;21920
73213;La Ravoire;22563
73214;Rochefort;22927
73215;La Rochette;20661
73216;Rognaix;20487
73217;Rotherens;21540
73218;Ruffieux;21317
73219;Saint-Alban-de-Montbel;23222
73220;Saint-Alban-d'Hurtières;22389
73221;Saint-Alban-des-Villards;
73222;Saint-Alban-Leysse;24443
73223;Saint-André;21626
73224;Saint-Avre;22094
73225;Saint-Baldoph;24355
73226;Saint-Béron;20876
73227;Saint-Bon-Tarentaise;22767
73228;Saint-Cassin;23977
73229;Saint-Christophe;21299
73230;Saint-Colomban-des-Villards;18441
73231;Saint-Étienne-de-Cuines;21277
73232;Sainte-Foy-Tarentaise;19855
73233;Saint-Franc;20863
73234;Saint-François-de-Sales;21616
73235;Saint-François-Longchamp;18081
73236;Saint-Genix-sur-Guiers;19991
73237;Saint-Georges-d'Hurtières;19851
73238;Saint-Germain-la-Chambotte;23443
73239;Saint-Girod;24628
73240;Sainte-Hélène-du-Lac;23196
73241;Sainte-Hélène-sur-Isère;20439
73242;Saint-Jean-d'Arves;20821
73243;Saint-Jean-d'Arvey;24384
73244;Saint-Jean-de-Belleville;22704
73245;Saint-Jean-de-Chevelu;21418
73246;Saint-Jean-de-Couz;20419
73247;Saint-Jean-de-la-Porte;22626
73248;Saint-Jean-de-Maurienne;19880
73249;Saint-Jeoire-Prieuré;23121
73250;Saint-Julien-Mont-Denis;22518
73252;Saint-Léger;20937
73253;Saint-Marcel;20418
73254;Sainte-Marie-d'Alvey;23075
73255;Sainte-Marie-de-Cuines;20993
73256;Saint-Martin-d'Arc;20302
73257;Saint-Martin-de-Belleville;23034
73258;Saint-Martin-de-la-Porte;21300
73259;Saint-Martin-sur-la-Chambre;24262
73260;Saint-Maurice-de-Rotherens;22134
73261;Saint-Michel-de-Maurienne;20861
73262;Saint-Nicolas-la-Chapelle;19734
73263;Saint-Offenge;23333
73265;Saint-Ours;24142
73266;Saint-Oyen;22232
73267;Saint-Pancrace;24074
73268;Saint-Paul-sur-Isère;22303
73269;Saint-Paul;22885
73270;Saint-Pierre-d'Albigny;21560
73271;Saint-Pierre-d'Alvey;22454
73272;Saint-Pierre-de-Belleville;20487
73273;Saint-Pierre-de-Curtille;20572
73274;Saint-Pierre-d'Entremont;17697
73275;Saint-Pierre-de-Genebroz;22384
73276;Saint-Pierre-de-Soucy;23244
73277;Sainte-Reine;19814
73278;Saint-Rémy-de-Maurienne;21294
73280;Saint-Sorlin-d'Arves;21645
73281;Saint-Sulpice;24133
73282;Saint-Thibaud-de-Couz;21309
73283;Saint-Vital;22839
73284;Salins-les-Thermes;23050
73285;Séez;21478
73286;Serrières-en-Chautagne;21342
73287;Sollières-Sardières;21061
73288;Sonnaz;25105
73289;La Table;21115
73290;Termignon;19914
73292;Thénésol;23474
73293;Thoiry;23242
73294;La Thuile;19834
73296;Tignes;21129
73297;Tournon;23045
73298;Tours-en-Savoie;22318
73299;Traize;21273
73300;Tresserve;26011
73301;Trévignin;24714
73302;La Trinité;21806
73303;Ugine;19789
73304;Val-d'Isère;22804
73305;Valezan;22243
73306;Valloire;20651
73307;Valmeinier;20683
73308;Venthon;21304
73309;Verel-de-Montbel;20281
73310;Verel-Pragondran;25952
73311;Le Verneil;
73312;Verrens-Arvey;23668
73313;Verthemex;23794
73314;Villard-d'Héry;23324
73315;Villard-Léger;20703
73316;Villard-Sallet;22635
73317;Villard-sur-Doron;20295
73318;Villarembert;21819
73320;Villargondran;22210
73321;Villarlurin;22442
73322;Villarodin-Bourget;22201
73323;Villaroger;21715
73324;Villaroux;25106
73326;Vimines;24972
73327;Vions;18308
73328;Viviers-du-Lac;22823
73329;Voglans;23446
73330;Yenne;20183
74001;Abondance;21704
74002;Alby-sur-Chéran;22587
74003;Alex;26115
74004;Allèves;21922
74005;Allinges;28368
74006;Allonzier-la-Caille;28173
74007;Amancy;27621
74008;Ambilly;25211
74009;Andilly;39063
74010;Annecy;22012
74011;Annecy-le-Vieux;27645
74012;Annemasse;20078
74013;Anthy-sur-Léman;29870
74014;Arâches-la-Frasse;23760
74015;Arbusigny;28159
74016;Archamps;45902
74018;Arenthon;29946
74019;Argonay;27198
74020;Armoy;27369
74021;Arthaz-Pont-Notre-Dame;30537
74022;Aviernoz;26703
74024;Ayse;27569
74025;Ballaison;33970
74026;La Balme-de-Sillingy;24251
74027;La Balme-de-Thuy;22532
74029;Bassy;23254
74030;La Baume;20866
74031;Beaumont;38672
74032;Bellevaux;22162
74033;Bernex;24380
74034;Le Biot;21345
74035;Bloye;23517
74036;Bluffy;29258
74037;Boëge;26858
74038;Bogève;25714
74040;Bonne;30237
74041;Bonnevaux;21620
74042;Bonneville;21113
74043;Bons-en-Chablais;28301
74044;Bossey;43869
74045;Le Bouchet-Mont-Charvin;18881
74046;Boussy;23494
74048;Brenthonne;28843
74049;Brizon;23368
74050;Burdignin;27778
74051;Cercier;29073
74052;Cernex;35068
74053;Cervens;28003
74054;Chainaz-les-Frasses;26005
74055;Challonges;27814
74056;Chamonix-Mont-Blanc;21179
74057;Champanges;26123
74058;La Chapelle-d'Abondance;22365
74059;La Chapelle-Rambaud;24704
74060;La Chapelle-Saint-Maurice;20353
74061;Chapeiry;24911
74062;Charvonnex;27029
74063;Châtel;22591
74064;Châtillon-sur-Cluses;25788
74065;Chaumont;25277
74066;Chavannaz;33786
74067;Chavanod;26751
74068;Chêne-en-Semine;25578
74069;Chênex;35584
74070;Chens-sur-Léman;35943
74071;Chessenaz;30674
74072;Chevaline;23772
74073;Chevenoz;23907
74074;Chevrier;34950
74075;Chilly;25953
74076;Choisy;29300
74077;Clarafond-Arcine;29485
74078;Clermont;23957
74079;Les Clefs;22291
74080;La Clusaz;22747
74081;Cluses;19415
74082;Collonges-sous-Salève;37941
74083;Combloux;23055
74084;Cons-Sainte-Colombe;23156
74085;Les Contamines-Montjoie;20448
74086;Contamine-Sarzin;31317
74087;Contamine-sur-Arve;31639
74088;Copponex;35345
74089;Cordon;22677
74090;Cornier;29701
74091;La Côte-d'Arbroz;21102
74093;Cran-Gevrier;20994
74094;Cranves-Sales;31640
74095;Crempigny-Bonneguête;23500
74096;Cruseilles;30833
74097;Cusy;25042
74098;Cuvat;33757
74099;Demi-Quartier;22475
74100;Desingy;25482
74101;Dingy-en-Vuache;35818
74102;Dingy-Saint-Clair;26997
74103;Domancy;24497
74104;Doussard;23114
74105;Douvaine;29580
74106;Draillant;26489
74107;Droisy;22700
74108;Duingt;24331
74109;Éloise;30001
74110;Entremont;21009
74111;Entrevernes;24271
74112;Épagny;26686
74114;Essert-Romand;23531
74116;Etaux;30904
74117;Étercy;24874
74118;Étrembières;26916
74119;Évian-les-Bains;24133
74120;Évires;25649
74121;Excenevex;30058
74122;Faucigny;30271
74123;Faverges;20449
74124;Feigères;38983
74126;Fessy;28571
74127;Féternes;23928
74128;Fillinges;33412
74129;La Forclaz;21022
74130;Franclens;27119
74131;Frangy;23849
74133;Gaillard;22219
74134;Les Gets;24289
74135;Giez;23108
74136;Le Grand-Bornand;22446
74137;Groisy;28041
74138;Gruffy;25712
74139;Habère-Lullin;25826
74140;Habère-Poche;25336
74141;Hauteville-sur-Fier;24140
74142;Héry-sur-Alby;24346
74143;Les Houches;21451
74144;Jonzier-Épagny;33255
74145;Juvigny;37001
74146;Larringes;26647
74147;Lathuile;23644
74148;Leschaux;22405
74150;Loisin;32344
74151;Lornay;22649
74152;Lovagny;29007
74153;Lucinges;36623
74154;Lugrin;26917
74155;Lullin;22449
74156;Lully;28500
74157;Lyaud;27077
74158;Machilly;28356
74159;Magland;21973
74160;Manigod;22672
74161;Marcellaz-Albanais;24994
74162;Marcellaz;34186
74163;Margencel;25835
74164;Marignier;23910
74165;Marigny-Saint-Marcel;24553
74166;Marin;26710
74167;Marlens;23359
74168;Marlioz;31178
74169;Marnaz;22070
74170;Massingy;23052
74171;Massongy;31019
74172;Maxilly-sur-Léman;27466
74173;Megève;21744
74174;Mégevette;23341
74175;Meillerie;24463
74176;Menthon-Saint-Bernard;31993
74177;Menthonnex-en-Bornes;27879
74178;Menthonnex-sous-Clermont;22674
74179;Mésigny;26221
74180;Messery;37967
74181;Metz-Tessy;27645
74182;Meythet;21505
74183;Mieussy;25701
74184;Minzier;34216
74185;Monnetier-Mornex;33215
74186;Montagny-les-Lanches;24623
74187;Montmin;23743
74188;Montriond;21428
74189;Mont-Saxonnex;24921
74190;Morillon;22496
74191;Morzine;23134
74192;Moye;23234
74193;La Muraz;31331
74194;Mûres;25473
74195;Musièges;27352
74196;Nancy-sur-Cluses;24014
74197;Nangy;30135
74198;Nâves-Parmelan;28500
74199;Nernier;40362
74200;Neuvecelle;29621
74201;Neydens;38635
74202;Nonglard;24975
74203;Novel;
74204;Les Ollières;27307
74205;Onnion;25089
74206;Orcier;25651
74208;Passy;22097
74209;Peillonnex;32021
74210;Perrignier;25606
74211;Pers-Jussy;31429
74212;Le Petit-Bornand-les-Glières;21704
74213;Poisy;25883
74215;Praz-sur-Arly;21631
74216;Présilly;33767
74217;Pringy;29704
74218;Publier;25974
74219;Quintal;28878
74220;Reignier-Ésery;31617
74221;Le Reposoir;24239
74222;Reyvroz;23490
74223;La Rivière-Enverse;24186
74224;La Roche-sur-Foron;24934
74225;Rumilly;20601
74226;Saint-André-de-Boëge;28418
74228;Saint-Blaise;37383
74229;Saint-Cergues;29251
74231;Saint-Eusèbe;23518
74232;Saint-Eustache;22755
74233;Saint-Félix;21711
74234;Saint-Ferréol;23603
74235;Saint-Germain-sur-Rhône;28174
74236;Saint-Gervais-les-Bains;21503
74237;Saint-Gingolph;27487
74238;Saint-Jean-d'Aulps;21808
74239;Saint-Jean-de-Sixt;22884
74240;Saint-Jean-de-Tholome;26322
74241;Saint-Jeoire;23290
74242;Saint-Jorioz;26385
74243;Saint-Julien-en-Genevois;29097
74244;Saint-Laurent;30391
74245;Saint-Martin-Bellevue;32076
74249;Saint-Paul-en-Chablais;25723
74250;Saint-Pierre-en-Faucigny;26447
74252;Saint-Sigismond;25631
74253;Saint-Sixt;30178
74254;Saint-Sylvestre;25424
74255;Sales;24215
74256;Sallanches;21654
74257;Sallenôves;27366
74258;Samoëns;22673
74259;Le Sappey;30574
74260;Savigny;34905
74261;Saxel;27532
74262;Scientrier;28754
74263;Sciez;28507
74264;Scionzier;20288
74265;Serraval;21946
74266;Servoz;21622
74267;Sévrier;27423
74268;Seynod;23489
74269;Seyssel;22222
74270;Seythenex;21891
74271;Seytroux;24017
74272;Sillingy;25233
74273;Sixt-Fer-à-Cheval;20411
74274;Val-de-Fier;22736
74275;Talloires;27356
74276;Taninges;22682
74278;Thyez;23855
74279;Thollon-les-Mémises;24140
74280;Thônes;22154
74281;Thonon-les-Bains;21490
74282;Thorens-Glières;25194
74283;Thusy;24739
74284;La Tour;26697
74285;Usinens;24131
74286;Vacheresse;22958
74287;Vailly;22401
74288;Valleiry;34880
74289;Vallières;23109
74290;Vallorcine;20247
74291;Vanzy;24597
74292;Vaulx;23990
74293;Veigy-Foncenex;40753
74294;Verchaix;21672
74295;La Vernaz;19469
74296;Vers;34286
74297;Versonnex;24897
74298;Vétraz-Monthoux;30833
74299;Veyrier-du-Lac;36512
74301;Villard;24696
74302;Les Villards-sur-Thônes;22867
74303;Villaz;28653
74304;Ville-en-Sallaz;26671
74305;Ville-la-Grand;25937
74306;Villy-le-Bouveret;30532
74307;Villy-le-Pelloux;29375
74308;Vinzier;24430
74309;Viry;33746
74310;Viuz-la-Chiésaz;27041
74311;Viuz-en-Sallaz;27885
74312;Vougy;23774
74313;Vovray-en-Bornes;30003
74314;Vulbens;33042
74315;Yvoire;30749
75056;Paris;26195
75101;Paris 1er Arrondissement;31575
75102;Paris 2e Arrondissement;29296
75103;Paris 3e Arrondissement;30561
75104;Paris 4e Arrondissement;30386
75105;Paris 5e Arrondissement;32718
75106;Paris 6e Arrondissement;38213
75107;Paris 7e Arrondissement;41501
75108;Paris 8e Arrondissement;39906
75109;Paris 9e Arrondissement;32319
75110;Paris 10e Arrondissement;24684
75111;Paris 11e Arrondissement;25973
75112;Paris 12e Arrondissement;26700
75113;Paris 13e Arrondissement;23397
75114;Paris 14e Arrondissement;27047
75115;Paris 15e Arrondissement;30247
75116;Paris 16e Arrondissement;38507
75117;Paris 17e Arrondissement;29716
75118;Paris 18e Arrondissement;20526
75119;Paris 19e Arrondissement;18968
75120;Paris 20e Arrondissement;20345
76001;Allouville-Bellefosse;21345
76002;Alvimare;20435
76004;Ambrumesnil;20478
76005;Amfreville-la-Mi-Voie;20097
76006;Amfreville-les-Champs;20190
76007;Anceaumeville;22315
76008;Ancourt;20627
76009;Ancourteville-sur-Héricourt;20461
76010;Ancretiéville-Saint-Victor;21743
76011;Ancretteville-sur-Mer;21365
76012;Angerville-Bailleul;22651
76013;Angerville-la-Martel;20196
76014;Angerville-l'Orcher;22554
76015;Angiens;19733
76016;Anglesqueville-la-Bras-Long;23431
76017;Anglesqueville-l'Esneval;22711
76018;Val-de-Saâne;19576
76019;Anneville-sur-Scie;19840
76020;Anneville-Ambourville;20231
76021;Annouville-Vilmesnil;21335
76022;Anquetierville;21598
76023;Anvéville;20494
76024;Ardouval;17459
76025;Argueil;16439
76026;Arques-la-Bataille;18891
76027;Assigny;20390
76028;Aubéguimont;18423
76029;Aubermesnil-aux-Érables;18714
76030;Aubermesnil-Beaumais;20971
76031;Auberville-la-Campagne;23470
76032;Auberville-la-Manuel;18964
76033;Auberville-la-Renault;21865
76034;Auffay;18511
76035;Aumale;18600
76036;Auppegard;20935
76037;Auquemesnil;20563
76038;Authieux-Ratiéville;22931
76039;Les Authieux-sur-le-Port-Saint-Ouen;27779
76040;Autigny;18687
76041;Autretot;20914
76042;Auvilliers;
76043;Auzebosc;22198
76044;Auzouville-Auberbosc;22637
76045;Auzouville-l'Esneval;20610
76046;Auzouville-sur-Ry;22013
76047;Auzouville-sur-Saâne;20255
76048;Avesnes-en-Bray;20710
76049;Avesnes-en-Val;17953
76050;Avremesnil;20419
76051;Bacqueville-en-Caux;18385
76052;Bailleul-Neuville;18431
76053;Baillolet;
76054;Bailly-en-Rivière;18021
76055;Baons-le-Comte;23183
76056;Bardouville;21797
76057;Barentin;19309
76058;Baromesnil;18422
76059;Bazinval;19229
76060;Beaubec-la-Rosière;19506
76062;Beaumont-le-Hareng;21425
76063;Beauval-en-Caux;23318
76064;Beaurepaire;23347
76065;Beaussault;18259
76066;Beautot;22196
76067;Beauvoir-en-Lyons;20135
76068;Bec-de-Mortagne;19859
76069;Belbeuf;27571
76070;Bellencombre;18170
76071;Bellengreville;20736
76072;Belleville-en-Caux;20533
76073;Belleville-sur-Mer;21058
76074;La Bellière;
76075;Belmesnil;20682
76076;Bénarville;18968
76077;Bénesville;22325
76078;Bennetot;20381
76079;Bénouville;22154
76080;Bermonville;21965
76081;Berneval-le-Grand;20383
76082;Bernières;23021
76083;Bertheauville;15670
76084;Bertreville;18537
76085;Bertreville-Saint-Ouen;20907
76086;Bertrimont;20520
76087;Berville;19806
76088;Berville-sur-Seine;20558
76089;Betteville;21913
76090;Beuzeville-la-Grenier;22633
76091;Beuzeville-la-Guérard;20995
76092;Beuzevillette;21581
76093;Bézancourt;20143
76094;Bierville;24069
76095;Bihorel;23247
76096;Biville-la-Baignarde;19920
76097;Biville-la-Rivière;18225
76098;Biville-sur-Mer;19809
76099;Blacqueville;23490
76100;Blainville-Crevon;24295
76101;Blangy-sur-Bresle;17533
76103;Bonsecours;24692
76104;Blosseville;21410
76105;Le Bocasse;22834
76106;Bois-d'Ennebourg;24138
76107;Bois-Guilbert;19148
76108;Bois-Guillaume;29633
76109;Bois-Héroult;20551
76110;Bois-Himont;19502
76111;Bois-l'Évêque;23275
76112;Le Bois-Robert;21604
76113;Boissay;20833
76114;Bolbec;16917
76115;Bolleville;21300
76116;Boos;23090
76117;Bordeaux-Saint-Clair;21912
76118;Bornambusc;22945
76119;Bosc-Bérenger;20163
76120;Bosc-Bordel;21045
76121;Bosc-Édeline;20119
76122;Callengeville;18151
76123;Bosc-Guérard-Saint-Adrien;28314
76124;Bosc-Hyons;20520
76125;Bosc-le-Hard;19634
76126;Bosc-Mesnil;18217
76127;Bosc-Roger-sur-Buchy;22087
76128;Bosville;19635
76129;Boudeville;19102
76130;Bouelles;19861
76131;La Bouille;22684
76132;Bourdainville;19797
76133;Le Bourg-Dun;22310
76134;Bourville;18001
76135;Bouville;22450
76136;Brachy;19172
76137;Bracquemont;21273
76138;Bracquetuit;21700
76139;Bradiancourt;19044
76140;Brametot;18540
76141;Bréauté;20109
76142;Brémontier-Merval;20291
76143;Bretteville-du-Grand-Caux;21681
76144;Bretteville-Saint-Laurent;20304
76145;Brunville;17575
76146;Buchy;20162
76147;Bully;20479
76148;Bures-en-Bray;18119
76149;Butot;21311
76151;Cailleville;19958
76152;Cailly;21394
76153;Calleville-les-Deux-Églises;20198
76154;Campneuseville;19398
76155;Canehan;19461
76156;Canouville;18723
76157;Canteleu;17142
76158;Canville-les-Deux-Églises;18763
76159;Cany-Barville;19042
76160;Carville-la-Folletière;21851
76161;Carville-Pot-de-Fer;19565
76162;Le Catelier;20513
76163;Catenay;23442
76164;Caudebec-en-Caux;19106
76165;Caudebec-lès-Elbeuf;18296
76166;Le Caule-Sainte-Beuve;18280
76167;Cauville-sur-Mer;25183
76168;Les Cent-Acres;
76169;La Cerlangue;23898
76170;La Chapelle-du-Bourgay;20148
76171;La Chapelle-Saint-Ouen;20254
76172;La Chapelle-sur-Dun;21244
76173;La Chaussée;20102
76174;Cideville;21803
76175;Clais;17396
76176;Clasville;21455
76177;Claville-Motteville;22871
76178;Cléon;16857
76179;Clères;22021
76180;Cleuville;20218
76181;Cléville;20909
76182;Cliponville;20716
76183;Colleville;21295
76184;Colmesnil-Manneville;24560
76185;Compainville;16427
76186;Conteville;19181
76187;Contremoulins;23327
76188;Cottévrard;20503
76189;Crasville-la-Mallet;22506
76190;Crasville-la-Rocquefort;18951
76191;Cressy;20087
76192;Criel-sur-Mer;20290
76193;La Crique;19433
76194;Criquebeuf-en-Caux;22011
76195;Criquetot-le-Mauconduit;18559
76196;Criquetot-l'Esneval;21884
76197;Criquetot-sur-Longueville;21221
76198;Criquetot-sur-Ouville;21140
76199;Criquiers;17763
76200;Critot;21054
76201;Croisy-sur-Andelle;20782
76202;Croixdalle;17150
76203;Croix-Mare;20951
76204;Cropus;20972
76205;Crosville-sur-Scie;20052
76206;Cuverville;22767
76207;Cuverville-sur-Yères;19982
76208;Cuy-Saint-Fiacre;21465
76209;Dampierre-en-Bray;20595
76210;Dampierre-Saint-Nicolas;19738
76211;Dancourt;17479
76212;Darnétal;17167
76213;Daubeuf-Serville;19197
76214;Dénestanville;21368
76215;Derchigny;21187
76216;Déville-lès-Rouen;18296
76217;Dieppe;17110
76218;Doudeauville;
76219;Doudeville;18351
76220;Douvrend;19509
76221;Drosay;22710
76222;Duclair;20140
76223;Écalles-Alix;21515
76224;Écrainville;22498
76225;Écretteville-lès-Baons;21882
76226;Écretteville-sur-Mer;22818
76227;Ectot-l'Auber;21013
76228;Ectot-lès-Baons;20967
76229;Elbeuf-en-Bray;21369
76230;Elbeuf-sur-Andelle;22029
76231;Elbeuf;15906
76232;Életot;18762
76233;Ellecourt;21341
76234;Émanville;21497
76235;Envermeu;19318
76236;Envronville;19847
76237;Épinay-sur-Duclair;20903
76238;Épouville;23239
76239;Épretot;23807
76240;Épreville;21181
76241;Ermenouville;21678
76242;Ernemont-la-Villette;22627
76243;Ernemont-sur-Buchy;21307
76244;Esclavelles;20646
76245;Eslettes;22187
76247;Esteville;22091
76248;Estouteville-Écalles;23048
76249;Étaimpuis;20925
76250;Étainhus;24135
76251;Étalleville;19473
76252;Étalondes;21906
76253;Étoutteville;22506
76254;Étretat;20054
76255;Eu;19724
76257;Fallencourt;16067
76258;Fauville-en-Caux;19619
76259;Fécamp;17490
76260;Ferrières-en-Bray;20087
76261;La Ferté-Saint-Samson;19930
76262;Fesques;20373
76263;La Feuillie;20554
76264;Flamanville;21623
76265;Flamets-Frétils;17769
76266;Flocques;20322
76267;La Folletière;
76268;Fongueusemare;19378
76269;Fontaine-en-Bray;20456
76270;Fontaine-la-Mallet;27298
76271;Fontaine-le-Bourg;22006
76272;Fontaine-le-Dun;19140
76273;Fontaine-sous-Préaux;26851
76274;La Fontelaye;
76275;Fontenay;26062
76276;Forges-les-Eaux;18161
76277;Le Fossé;19456
76278;Foucarmont;18246
76279;Foucart;19284
76280;Fréauville;19804
76281;La Frénaye;22113
76282;Freneuse;26060
76283;Fresles;20386
76284;Fresnay-le-Long;20929
76285;Fresne-le-Plan;25077
76286;Fresnoy-Folny;18620
76287;Fresquiennes;23740
76288;Freulleville;19479
76289;Fréville;20527
76290;Frichemesnil;22079
76291;Froberville;20007
76292;Fry;19535
76293;Fultot;20054
76294;La Gaillarde;18463
76295;Gaillefontaine;17057
76296;Gainneville;23129
76297;Gancourt-Saint-Étienne;18733
76298;Ganzeville;21735
76299;Gerponville;18572
76300;Gerville;22310
76301;Glicourt;19423
76302;Goderville;20495
76303;Gommerville;24788
76304;Gonfreville-Caillot;22582
76305;Gonfreville-l'Orcher;18130
76306;Gonnetot;19130
76307;Gonneville-la-Mallet;21774
76308;Gonneville-sur-Scie;20281
76309;Gonzeville;20575
76310;Gouchaupre;21781
76311;Goupillières;21211
76312;Gournay-en-Bray;17803
76313;Gouy;26016
76314;Graimbouville;23479
76315;Grainville-la-Teinturière;19713
76316;Grainville-sur-Ry;21737
76317;Grainville-Ymauville;21296
76318;Grand-Camp;24164
76319;Grand-Couronne;19000
76320;Grandcourt;17151
76321;Les Grandes-Ventes;18408
76322;Le Grand-Quevilly;18941
76323;Graval;18181
76324;Grèges;20831
76325;Grémonville;20793
76326;Greny;19022
76327;Greuville;19841
76328;Grigneuseville;20535
76329;Gruchet-le-Valasse;19463
76330;Gruchet-Saint-Siméon;21224
76331;Grugny;20831
76332;Grumesnil;19521
76333;Guerville;19333
76334;Gueures;19104
76335;Gueutteville;
76336;Gueutteville-les-Grès;22024
76337;Guilmécourt;19166
76338;La Hallotière;16487
76339;Le Hanouard;18738
76340;Harcanville;21020
76341;Harfleur;18514
76342;Hattenville;18855
76343;Haucourt;18459
76344;Haudricourt;19186
76345;Haussez;19453
76346;Hautot-l'Auvray;19258
76347;Hautot-le-Vatois;23082
76348;Hautot-Saint-Sulpice;21025
76349;Hautot-sur-Mer;21703
76350;Hautot-sur-Seine;22978
76351;Le Havre;18244
76352;La Haye;20764
76353;Héberville;20590
76354;Hénouville;26274
76355;Héricourt-en-Caux;19686
76356;Hermanville;21508
76357;Hermeville;25458
76358;Le Héron;20355
76359;Héronchelles;22586
76360;Heugleville-sur-Scie;19953
